review_body,review_date
"As with all my reviews to sights in Seoul I will preface this by advising visitors to carefully check opening days and times and whether timed entry tickets are needed to access certain parts of the attraction and also the times for booking guided tours in their language of preference – bearing in mind that numbers can be limitedThe palace and grounds occupy a large open space and although the attraction gets very busy (especially with school parties) there are quiet places that can be found to enjoy the architecture and the scale of the palace. Most of the buildings are highly decorative and have been heavily restored and in some cases recreated. If staying in Seoul for some time I would suggest buying the ""all in "" ticket giving access to all the main palaces in the city","October 10, 2016"
"I've been to Gyeongbokgung a few times. My first was in the middle of winter, and not all of the ponds had water, no leaves on the trees.... It was all pretty bleak.I went another time in fall with my sister. We got there in time for the changing of the guard ceremony which is worth scheduling around if you can. My third visit was on a special evening opening. I had to book a ticket online. I went, like most others, with a tripod and my DSLR to try and get some sweet pictures. There was a full moon that night, so we weren't disappointed.","October 10, 2016"
A half day well spent surrounded by friendly and smiling local visitors. Monuments descriptions could be more detailed though if you have any interest in the actual historical facts,"October 9, 2016"
this is one place you should not miss when visiting seoul even for the first time. it has a lot to offer and don't forget to bring an umbrella or a hat to protect you from the scorching heat. too bad there was no personal tour guide to explain to us the different features of the palace.,"October 8, 2016"
"Wow--for a limited time (24 Sep-28 Oct 2016) they are offering special night tours of Gyeongbokgung Palace. If you've never been before or have only visited during the day, I highly recommend trying to get down there. It was the best 3,000 won I have spent in Seoul!!!! Called the ""Bridge of Time"" there was a spectacular light and dance show at the Gyeonghoeru Pavilion. Don't ask me how they did it but the building kept changing colors--it was so impressive I had to watch the 15-minute show twice. They also had a portion of the show dedicated to a traditional dance in front of the Pavilion, all the while with the lights changing. Plus, upon entering the complex there was another light show as you crossed Yeongjegyo Bridge in the bed of Geumcheon Stream. I read in the local press this is the first time they have had this kind of light show there. The tours run from 19:00-22:00 with the final admission at 21:00. When I was there people began lining up around 6:00 pm and I was told they begin selling the tickets around 6:45 pm. 500 tickets are set aside for foreigners, which are bought at window #1. I arrived around 7:45 on a Sat evening and was still able to get a ticket but may have been lucky as there was a big firework show going on that same evening elsewhere in Seoul. While still crowded, I suspect it was less crowded than normal. Cost was 3,000 won, which is the normal entrance fee. While only a limited part of the complex is open it was nice to see everything all lit up and provided a different perspective to my daytime visit. The special light show and dance performance at Gyeonghoeru Pavilion were done four times and lasted about 15 minutes: 19:20, 20:00, 20:40, and 21:20. I arrived at the tail end of the 20:00 performance and could barely see anything there were so many people. I opted to wait the 25 minutes between shows and got a position in the front center that was great for photo taking. Afterwards, I wandered around a bit and was passing by in time for the last show which was the least crowded so watched it again, it was that good. Anyhow, I was super impressed and plan on recommending this night tour to others. If you are in Seoul right now, go...it will probably end up being one of the favorite stops you make!","October 8, 2016"
The palace complex was actually hugh! The palace itself was really beautiful and grand. The architecture of all the buildings in the palace complex the really mesmerizing. I was particularly impressed with the Royal Guards manning the entrance. They were awesome.,"October 11, 2016"
"Visited at the end of the day and it was superb. No large groups so the place was quiet, almost serene, the surroundings are lovely and the buildings interesting. Can easily find a quiet spot to read a book. I didn't go with a guide and later regretted as I believe it would have made the visit even more enjoyable.","October 11, 2016"
As one of the most popular tourist spot in Seoul. Prepare for huge crowd of tourists and buses in the area. Very nice place to visit and add knowledge of korean history.There is a show at the gate once in a an hour (might change) where guards will perform a war march.,"October 11, 2016"
There are site with nice views but didn't offer much to see since most rooms are barred from entrance. Only peeking from windows are allowed.But quite a place to visit anyway. Love the lakes though.,"October 11, 2016"
"Gyeongbukgung, or known as Gyeongbuk Palace. It was the main royal palace of the Joseon dynasty built in 1395. I never expected that I can be so fascinated by visiting palace, guess the details and the richness of the beautiful architectures drew me into it. ","October 10, 2016"
"As with all my reviews to sights in Seoul I will preface this by advising visitors to carefully check opening days and times and whether timed entry tickets are needed to access certain parts of the attraction and also the times for booking guided tours in their language of preference – bearing in mind that numbers can be limitedThe palace and grounds occupy a large open space and although the attraction gets very busy (especially with school parties) there are quiet places that can be found to enjoy the architecture and the scale of the palace. Most of the buildings are highly decorative and have been heavily restored and in some cases recreated. If staying in Seoul for some time I would suggest buying the ""all in "" ticket giving access to all the main palaces in the city","October 10, 2016"
"I've been to Gyeongbokgung a few times. My first was in the middle of winter, and not all of the ponds had water, no leaves on the trees.... It was all pretty bleak.I went another time in fall with my sister. We got there in time for the changing of the guard ceremony which is worth scheduling around if you can. My third visit was on a special evening opening. I had to book a ticket online. I went, like most others, with a tripod and my DSLR to try and get some sweet pictures. There was a full moon that night, so we weren't disappointed.","October 10, 2016"
A half day well spent surrounded by friendly and smiling local visitors. Monuments descriptions could be more detailed though if you have any interest in the actual historical facts,"October 9, 2016"
this is one place you should not miss when visiting seoul even for the first time. it has a lot to offer and don't forget to bring an umbrella or a hat to protect you from the scorching heat. too bad there was no personal tour guide to explain to us the different features of the palace.,"October 8, 2016"
"Wow--for a limited time (24 Sep-28 Oct 2016) they are offering special night tours of Gyeongbokgung Palace. If you've never been before or have only visited during the day, I highly recommend trying to get down there. It was the best 3,000 won I have spent in Seoul!!!! Called the ""Bridge of Time"" there was a spectacular light and dance show at the Gyeonghoeru Pavilion. Don't ask me how they did it but the building kept changing colors--it was so impressive I had to watch the 15-minute show twice. They also had a portion of the show dedicated to a traditional dance in front of the Pavilion, all the while with the lights changing. Plus, upon entering the complex there was another light show as you crossed Yeongjegyo Bridge in the bed of Geumcheon Stream. I read in the local press this is the first time they have had this kind of light show there. The tours run from 19:00-22:00 with the final admission at 21:00. When I was there people began lining up around 6:00 pm and I was told they begin selling the tickets around 6:45 pm. 500 tickets are set aside for foreigners, which are bought at window #1. I arrived around 7:45 on a Sat evening and was still able to get a ticket but may have been lucky as there was a big firework show going on that same evening elsewhere in Seoul. While still crowded, I suspect it was less crowded than normal. Cost was 3,000 won, which is the normal entrance fee. While only a limited part of the complex is open it was nice to see everything all lit up and provided a different perspective to my daytime visit. The special light show and dance performance at Gyeonghoeru Pavilion were done four times and lasted about 15 minutes: 19:20, 20:00, 20:40, and 21:20. I arrived at the tail end of the 20:00 performance and could barely see anything there were so many people. I opted to wait the 25 minutes between shows and got a position in the front center that was great for photo taking. Afterwards, I wandered around a bit and was passing by in time for the last show which was the least crowded so watched it again, it was that good. Anyhow, I was super impressed and plan on recommending this night tour to others. If you are in Seoul right now, go...it will probably end up being one of the favorite stops you make!","October 8, 2016"
I went at 9am before the crowds. A delightful way to spend and an hour or two wandering around beautiful palaces and even some wildlife to see!,"October 8, 2016"
"Geongbokgung Palace is majestic! This is a must visit if you're visiting Seoul. If you can visit during night time (only open few months of the year), it's absolutely beautiful. With a view of the mountain in the background, it's a paradise for photography enthusiasts. Lots of history behind this palace and if you time do checkout the museum to learn about the history. They have free guided tours in English. ","October 8, 2016"
It's a one of THE places to visit if you only have a limited time in Seoul. Huge palace grounds and gardens to explore. It can get really crowded at times so avoid the weekend crowds or school holidays. ,"October 8, 2016"
"Scenery is good.But, it will be pressed against the historical recognition.Good things will be on the bad.I will not revisit absolutely.","October 7, 2016"
"As one of the top sights of Seoul was looking forward to history and beautiful buildings, but rather disappointing.It has been destroyed over the centuries, however it looks totally new with little in evidence of its history to bring it to life. The site is also bare and feels empty.","October 7, 2016"
"Only seen palaces in kdramas but visiting and seeing first hand is awesome. i was literally in awe. the designs and architecture is definitely . Aside from the shopping, you need to set aside time to visit this","October 7, 2016"
"There are quite a few palaces in Seoul. The sheer size and scenic location within the city with the mountains in the background, as well it's historical significance make it a must-see in my opinion. It's located fairly centrally and easily accessible via the metro. There are also quite a few other museums located nearby. Our ticket allowed us free entry into the Folk Museum (or Children's Folk Museum? or both, I can't remember). You can spend hours walking around here. You can't enter the chambers or rooms but you can walk through the main structures and there are a lot of them! Wear good walking shoes.There are many ramps around so it's also very wheelchair and stroller accessible. Clean bathrooms with toilet paper, soap and water are also on site. In order to visit the pavilion, I believe you need to make an advance reservation online. A visit to this palace can be as short or long as you want, but if you want to see most of it (at a leisurely walking pace), you should allot at least 2 hours. It's felt smaller than the Forbidden City in Beijing China, and the restorations seemed more apparent. Still, the buildings and layout were beautiful.","October 7, 2016"
"This is typically a king palace during old time. When you experience Seoul in the first place, give a chance to come here and spend aprox. 2 hours to stroll around to the palace and national museum. If you happens to like history and place to photos then you might be spend more time there. For me, it is good to go and take a look of changing guard ceremony at their official site or any blogger site available.","October 6, 2016"
"This palace is quite massive, when I first saw the image in TripAdvisor, I thought it was just one building and that was it. I was quite surprised by how huge this palace is. Most of the tourist are just in the front area of the building and probably left thereafter.If you want to see the entire palace, be prepared to walk quite a bit and spend at least 2 hours there.The palace is quite beautiful and well maintained. I highly recommended to visit this place.We were there on Oct 2. which was a Korean holiday, lots of people dress up in traditional clothing and take pictures in the palace, quite interesting to see.Looks like some tourist also dress up and take pictures against the palace.We arrived around 2 pm and there were so many tourists there, I wish we arrived earlier, it would probably be nicer and less crowded.","October 6, 2016"
"Beautiful grounds to explore filled with heritage and history and pride for nationality. Photographers paradise. Beautiful gardens, seemed to be a popular place for children and teens to go dressed in traditional clothing to take photos - which I was told would be as gifts for family. As a young western woman a lot of the young girls asked for selfies with me which I was happy to oblige and I returned the favour they looked stunning in their traditional dress. In places it did feel a little busy- lots of people around. But at no point did it feel overwhelming. I got used to the fact that Seoul as a place was densely populated so figured everywhere you went would be people in large numbers. I loved the juxtaposition of the placement of the place cradled between modern buildings all around was this nugget of history within the city. Make sure you go with a full battery on your camera or phone. Much needed. You can enjoy a traditional tea ceremony too. Plenty of literature also to inform all those niggling questions. A great day out. A lot is in the direct sunlight so if there in summer bring suncream and some coverage but once you get to the gardens there is plenty of cover in the shade.","October 6, 2016"
I went at 9am before the crowds. A delightful way to spend and an hour or two wandering around beautiful palaces and even some wildlife to see!,"October 8, 2016"
"Geongbokgung Palace is majestic! This is a must visit if you're visiting Seoul. If you can visit during night time (only open few months of the year), it's absolutely beautiful. With a view of the mountain in the background, it's a paradise for photography enthusiasts. Lots of history behind this palace and if you time do checkout the museum to learn about the history. They have free guided tours in English. ","October 8, 2016"
It's a one of THE places to visit if you only have a limited time in Seoul. Huge palace grounds and gardens to explore. It can get really crowded at times so avoid the weekend crowds or school holidays. ,"October 8, 2016"
"Scenery is good.But, it will be pressed against the historical recognition.Good things will be on the bad.I will not revisit absolutely.","October 7, 2016"
"As one of the top sights of Seoul was looking forward to history and beautiful buildings, but rather disappointing.It has been destroyed over the centuries, however it looks totally new with little in evidence of its history to bring it to life. The site is also bare and feels empty.","October 7, 2016"
"Only seen palaces in kdramas but visiting and seeing first hand is awesome. i was literally in awe. the designs and architecture is definitely . Aside from the shopping, you need to set aside time to visit this","October 7, 2016"
"There are quite a few palaces in Seoul. The sheer size and scenic location within the city with the mountains in the background, as well it's historical significance make it a must-see in my opinion. It's located fairly centrally and easily accessible via the metro. There are also quite a few other museums located nearby. Our ticket allowed us free entry into the Folk Museum (or Children's Folk Museum? or both, I can't remember). You can spend hours walking around here. You can't enter the chambers or rooms but you can walk through the main structures and there are a lot of them! Wear good walking shoes.There are many ramps around so it's also very wheelchair and stroller accessible. Clean bathrooms with toilet paper, soap and water are also on site. In order to visit the pavilion, I believe you need to make an advance reservation online. A visit to this palace can be as short or long as you want, but if you want to see most of it (at a leisurely walking pace), you should allot at least 2 hours. It's felt smaller than the Forbidden City in Beijing China, and the restorations seemed more apparent. Still, the buildings and layout were beautiful.","October 7, 2016"
"This is typically a king palace during old time. When you experience Seoul in the first place, give a chance to come here and spend aprox. 2 hours to stroll around to the palace and national museum. If you happens to like history and place to photos then you might be spend more time there. For me, it is good to go and take a look of changing guard ceremony at their official site or any blogger site available.","October 6, 2016"
"This palace is quite massive, when I first saw the image in TripAdvisor, I thought it was just one building and that was it. I was quite surprised by how huge this palace is. Most of the tourist are just in the front area of the building and probably left thereafter.If you want to see the entire palace, be prepared to walk quite a bit and spend at least 2 hours there.The palace is quite beautiful and well maintained. I highly recommended to visit this place.We were there on Oct 2. which was a Korean holiday, lots of people dress up in traditional clothing and take pictures in the palace, quite interesting to see.Looks like some tourist also dress up and take pictures against the palace.We arrived around 2 pm and there were so many tourists there, I wish we arrived earlier, it would probably be nicer and less crowded.","October 6, 2016"
"Beautiful grounds to explore filled with heritage and history and pride for nationality. Photographers paradise. Beautiful gardens, seemed to be a popular place for children and teens to go dressed in traditional clothing to take photos - which I was told would be as gifts for family. As a young western woman a lot of the young girls asked for selfies with me which I was happy to oblige and I returned the favour they looked stunning in their traditional dress. In places it did feel a little busy- lots of people around. But at no point did it feel overwhelming. I got used to the fact that Seoul as a place was densely populated so figured everywhere you went would be people in large numbers. I loved the juxtaposition of the placement of the place cradled between modern buildings all around was this nugget of history within the city. Make sure you go with a full battery on your camera or phone. Much needed. You can enjoy a traditional tea ceremony too. Plenty of literature also to inform all those niggling questions. A great day out. A lot is in the direct sunlight so if there in summer bring suncream and some coverage but once you get to the gardens there is plenty of cover in the shade.","October 6, 2016"
"I like the reduced design compared with chinese palaces, even it is quite similar this one is worth visiting ","October 6, 2016"
Kingdom in the middle of the city. Tourist crowds at this attraction because of its beautiful structure and interesting facts about Korean history. The palace does really get crowded with different tour groups so it's really hard to find a good spot for beautiful shots without tourists around. Overall it's interesting and worth the visit!,"October 6, 2016"
Gyeongbokgung Palace is very historical. Our tourist guide said that it was the main royal palace of the Joseon dynasty built in 1395. I was so amazed when i knew about it that this palace was so old yet the structure is firm. ,"October 5, 2016"
This is a must see if you are visiting Seoul. It's beautiful and full of history. Very inexpensive stop and you can take endless photos. You will also see many people dressed in traditional outfits walking around. I loved it.,"October 5, 2016"
we only spend a short time to see a couple of palaces and this one had a nice changing of the guards,"October 5, 2016"
its was really interesting to see the Gyeongbokkgung Place. Whit the Metro its just to easy to find it.,"October 5, 2016"
"I give this 4 ratings because objectively, it is an amazing place though, honesty, it is not my favorite. Why? this place is crowded (like really crowded) and way too large (it takes hours to go round and check out the castle area). If you are really interested and eager to visit this place, plus you are a history geek, go ahead. But if you only want to take a beautiful picture in a typical Korean castle so you are able to post it on your social media, you'd better check other castle (e.g. Changdeokgung Palace). Other castle is just as beautiful and way less crowded. But, the thing is, this palace is like a must-visit-place when you are in Seoul, so it's all up to you. Once again, it's nice place but not my personal favorite.","October 4, 2016"
"This Palace is very renowned for the Kings of Ancient Korean Dynasty, its a Must Visit Place to know the Korean Dynasty History and Their Culture. The Ticket Prices are very Low and make sure you go on a Weekday, weekends are usually over Crowded.","October 4, 2016"
"Quite a cool place for pictures, palace is quite big so some substantial walking is needed. Has heritage and convenient mountains at the background while taking pictures. Good that there were no high rise buildings on that side of the city","October 4, 2016"
"The area is very big and alot to see. But it's hard to take a good picture at the gate because it's always full of people. The sightseeing inside much more tranquil. I was in there at 11a.m and got a chance to see the guard changing. They only walked a few feet long so if you want to take picture, you have to be very quick","October 3, 2016"
"I like the reduced design compared with chinese palaces, even it is quite similar this one is worth visiting ","October 6, 2016"
Kingdom in the middle of the city. Tourist crowds at this attraction because of its beautiful structure and interesting facts about Korean history. The palace does really get crowded with different tour groups so it's really hard to find a good spot for beautiful shots without tourists around. Overall it's interesting and worth the visit!,"October 6, 2016"
Gyeongbokgung Palace is very historical. Our tourist guide said that it was the main royal palace of the Joseon dynasty built in 1395. I was so amazed when i knew about it that this palace was so old yet the structure is firm. ,"October 5, 2016"
This is a must see if you are visiting Seoul. It's beautiful and full of history. Very inexpensive stop and you can take endless photos. You will also see many people dressed in traditional outfits walking around. I loved it.,"October 5, 2016"
we only spend a short time to see a couple of palaces and this one had a nice changing of the guards,"October 5, 2016"
its was really interesting to see the Gyeongbokkgung Place. Whit the Metro its just to easy to find it.,"October 5, 2016"
"I give this 4 ratings because objectively, it is an amazing place though, honesty, it is not my favorite. Why? this place is crowded (like really crowded) and way too large (it takes hours to go round and check out the castle area). If you are really interested and eager to visit this place, plus you are a history geek, go ahead. But if you only want to take a beautiful picture in a typical Korean castle so you are able to post it on your social media, you'd better check other castle (e.g. Changdeokgung Palace). Other castle is just as beautiful and way less crowded. But, the thing is, this palace is like a must-visit-place when you are in Seoul, so it's all up to you. Once again, it's nice place but not my personal favorite.","October 4, 2016"
"This Palace is very renowned for the Kings of Ancient Korean Dynasty, its a Must Visit Place to know the Korean Dynasty History and Their Culture. The Ticket Prices are very Low and make sure you go on a Weekday, weekends are usually over Crowded.","October 4, 2016"
"Quite a cool place for pictures, palace is quite big so some substantial walking is needed. Has heritage and convenient mountains at the background while taking pictures. Good that there were no high rise buildings on that side of the city","October 4, 2016"
"The area is very big and alot to see. But it's hard to take a good picture at the gate because it's always full of people. The sightseeing inside much more tranquil. I was in there at 11a.m and got a chance to see the guard changing. They only walked a few feet long so if you want to take picture, you have to be very quick","October 3, 2016"
"Gyeongbokgung Palace is the perfect place to go to learn about Korean history. It's 3,000 won (about $3) per adult and they have English tours at 11am, 1:30pm and 3:30pm. The palace complex includes two museums. One is about the royal families and the other is about the commoners. They do have activities/buildings you need to book in advance so look into that if you want more than the walkthrough.","October 3, 2016"
"The Gyeongbokgung palace is nestled slightly north of Seoul and is walkable if you are staying in there myeongdong neighborhood of Seoul. The palace has several layers and houses multiple palaces. If you continue to walk in, you will enter the folk museum. Great place to hang out and enjoy history. ","October 3, 2016"
I did the self guided audio tour and was very happy with it. The palace and grounds are beautiful. I was there very early at opening and the crowds were small on a Saturday morning. ,"October 2, 2016"
"It was a very nice palace to be around in seoul,with absolutely gorgeous nature and history of korea..Its must see if some one visit seoul.","October 2, 2016"
Not to be missed in your itinerary when you go to Seoul. You should go early to witness the first changing of guards which is really amazing. They have a free fit of guards costume. Affordable 3000krw for entry. ,"October 2, 2016"
"OH MY GOD! This is a huge area with lots of palaces all connected to each other that makes the whole place feel like a maze!The biuldings are beautiful and the architecture is superb. The decorations are really nice! Just one problem though, there wasn't enouh info about the places in this palace. We didn't want to walk with a tour and wanted to look around on our own pace so we didb't get much info.There's a good resting place with food and drinks and souvenir shop at the entrance. you can get a hanbok and wear it while you go around.","October 1, 2016"
"The guard-changing ceremony in the first courtyard (with the ticket sale counters) would be quite worthwhile watching.The entrance to the palace grounds from Gwanghwamun gate looks quite ordinary, but once you get past all the initial buildings and explore the grounds, it's very beautiful with all the trees and lakes. There are very signboards explaining the buildings' histories or usages. If I had gone with the free tour (set times), I'd probably have been more interested in the buildings!","October 1, 2016"
"Beautiful place, great to visit on a sunny day. Free English tour is available. There are also nice performances, so you will enjoy your walk.","October 1, 2016"
"We visited the palace during the Thanksgiving period. Free entrance was a bonus, but would willingly have paid the admittance fee. What a beautiful, relaxing, serene place. Wonderful!!!","October 1, 2016"
You should go and see this place. It is like movies.nice and good for walking. It is really big as well !,"October 1, 2016"
"Gyeongbokgung Palace is the perfect place to go to learn about Korean history. It's 3,000 won (about $3) per adult and they have English tours at 11am, 1:30pm and 3:30pm. The palace complex includes two museums. One is about the royal families and the other is about the commoners. They do have activities/buildings you need to book in advance so look into that if you want more than the walkthrough.","October 3, 2016"
"The Gyeongbokgung palace is nestled slightly north of Seoul and is walkable if you are staying in there myeongdong neighborhood of Seoul. The palace has several layers and houses multiple palaces. If you continue to walk in, you will enter the folk museum. Great place to hang out and enjoy history. ","October 3, 2016"
I did the self guided audio tour and was very happy with it. The palace and grounds are beautiful. I was there very early at opening and the crowds were small on a Saturday morning. ,"October 2, 2016"
"It was a very nice palace to be around in seoul,with absolutely gorgeous nature and history of korea..Its must see if some one visit seoul.","October 2, 2016"
Not to be missed in your itinerary when you go to Seoul. You should go early to witness the first changing of guards which is really amazing. They have a free fit of guards costume. Affordable 3000krw for entry. ,"October 2, 2016"
"OH MY GOD! This is a huge area with lots of palaces all connected to each other that makes the whole place feel like a maze!The biuldings are beautiful and the architecture is superb. The decorations are really nice! Just one problem though, there wasn't enouh info about the places in this palace. We didn't want to walk with a tour and wanted to look around on our own pace so we didb't get much info.There's a good resting place with food and drinks and souvenir shop at the entrance. you can get a hanbok and wear it while you go around.","October 1, 2016"
"The guard-changing ceremony in the first courtyard (with the ticket sale counters) would be quite worthwhile watching.The entrance to the palace grounds from Gwanghwamun gate looks quite ordinary, but once you get past all the initial buildings and explore the grounds, it's very beautiful with all the trees and lakes. There are very signboards explaining the buildings' histories or usages. If I had gone with the free tour (set times), I'd probably have been more interested in the buildings!","October 1, 2016"
"Beautiful place, great to visit on a sunny day. Free English tour is available. There are also nice performances, so you will enjoy your walk.","October 1, 2016"
"We visited the palace during the Thanksgiving period. Free entrance was a bonus, but would willingly have paid the admittance fee. What a beautiful, relaxing, serene place. Wonderful!!!","October 1, 2016"
You should go and see this place. It is like movies.nice and good for walking. It is really big as well !,"October 1, 2016"
Lovely palace to walk round on a beautiful day.There are many buildings and a secret garden.Very cheap entrance fee.,"September 29, 2016"
"This is my second time visiting. This palace is the biggest, oldest & main of the 5 palaces. This palace is huge so it takes a couple of hours at least that you need to wear comfortable shoes! It's located the center of seoul & surrounded by high buildings. You would enjoy relaxing & seeing the gorgeous palace!!","September 29, 2016"
"Been here a couple of times but not in Fall. We manage to watch 2 series of changing of Guards at 12 and then at 2 pm. It is worth the stroll and stay to visit the palace. It is a very big palace, make sure you are in a pair comfortable walking shoes if you want to comb every corner of the palace. This is a ticket paying place of interest. Check out the timing of the performance and the translation guide and price before you go.  It is very interesting naming of the each courts in the palace. As both my Friend and I are in the management position, we identified these names and derived that the King needs to hear, think and consult before making a decision based on the proposals submitted by his officials. We love the doors and took some great pictures of the doors of each courts, the libraries etc. Go with a narrator so you can understand the history better. ","September 28, 2016"
"This place is an absolute must see in Seoul. Its a huge palace complex with lots of history. Should be combined with Bukchok hanok village and Changdeokgung Palace since these are close by and will give a great portion of historic Seoul.If you really are someone who likes to walk I would recommend the following route.Start from Gwanghwamun station (or City hall station and pass Gwanghwamun gate) and follow the main street towards Gwanghwamun Square. Here you will see two huge statues, The statue of the Admiral Yi Sun-sin and Statue of King Sejong. Then just walk towards Gwanghwamun Gate and into Gyeongbokgung Palace. Then take trip into the The folk museum of korea and head up to Bukchok Hanok village. when you get back down from the village, have a nice lunch and head into the Changdeokgung Palace which is just next to the village entrance. When you're done go passed Anguk station and straight into Insadong. Do no visit insadong early in the morning. Go all the way through Insadong and down to Cheonggyecheon Stream. Follow it to the right(towards city hall) and you will eventually come back to your starting point.","September 28, 2016"
"A very beautiful palace and garden, even our 4 yo daughter loved it much!! A must visit when in Seoul. Come earlier as this palace gets very crowded with tourists","September 28, 2016"
"There is so much to see but start with the changing of the guards at 10 am. This palace like many others has so much history but the grounds, though rebuilt also retells its history very well. ","September 27, 2016"
"I love the Palace - but I've been before. The place is wonderful, historically important and deeply significant for everyone to visit. Be sure to get a proper guide to the architecture. Be sure to get a proper guide for the historical significance of the place. Make sure that whomever gives you a tour has a good sense of the history, architecture, and significance of S. Korea within Asia. Knowing what you are seeing adds very much to the experience!","September 27, 2016"
This is one of half-a-dozen Palaces and holy places you need to visit in Seoul. You can buy a serial ticket to five attractions for 10000 Korean wons. It is truly amazing to see how these old buildings fit in with the otherwise so modernized city.,"September 26, 2016"
Just a beautiful historical i am amazed by the culture also keeping the palace well maintain i would love to come back !!!!,"September 26, 2016"
We went to this palace at 9am. It's the perfect time to go as it isn't very busy at this time. We got an audio guide as well as the guide book. It was very informative and we found it sufficient. It took us about 2 hrs to walk the entire grounds. They also do have a free English tour at 11am however it is busy at this time with a lot of school groups. ,"September 25, 2016"
Lovely palace to walk round on a beautiful day.There are many buildings and a secret garden.Very cheap entrance fee.,"September 29, 2016"
"This is my second time visiting. This palace is the biggest, oldest & main of the 5 palaces. This palace is huge so it takes a couple of hours at least that you need to wear comfortable shoes! It's located the center of seoul & surrounded by high buildings. You would enjoy relaxing & seeing the gorgeous palace!!","September 29, 2016"
"Been here a couple of times but not in Fall. We manage to watch 2 series of changing of Guards at 12 and then at 2 pm. It is worth the stroll and stay to visit the palace. It is a very big palace, make sure you are in a pair comfortable walking shoes if you want to comb every corner of the palace. This is a ticket paying place of interest. Check out the timing of the performance and the translation guide and price before you go.  It is very interesting naming of the each courts in the palace. As both my Friend and I are in the management position, we identified these names and derived that the King needs to hear, think and consult before making a decision based on the proposals submitted by his officials. We love the doors and took some great pictures of the doors of each courts, the libraries etc. Go with a narrator so you can understand the history better. ","September 28, 2016"
"This place is an absolute must see in Seoul. Its a huge palace complex with lots of history. Should be combined with Bukchok hanok village and Changdeokgung Palace since these are close by and will give a great portion of historic Seoul.If you really are someone who likes to walk I would recommend the following route.Start from Gwanghwamun station (or City hall station and pass Gwanghwamun gate) and follow the main street towards Gwanghwamun Square. Here you will see two huge statues, The statue of the Admiral Yi Sun-sin and Statue of King Sejong. Then just walk towards Gwanghwamun Gate and into Gyeongbokgung Palace. Then take trip into the The folk museum of korea and head up to Bukchok Hanok village. when you get back down from the village, have a nice lunch and head into the Changdeokgung Palace which is just next to the village entrance. When you're done go passed Anguk station and straight into Insadong. Do no visit insadong early in the morning. Go all the way through Insadong and down to Cheonggyecheon Stream. Follow it to the right(towards city hall) and you will eventually come back to your starting point.","September 28, 2016"
"A very beautiful palace and garden, even our 4 yo daughter loved it much!! A must visit when in Seoul. Come earlier as this palace gets very crowded with tourists","September 28, 2016"
"There is so much to see but start with the changing of the guards at 10 am. This palace like many others has so much history but the grounds, though rebuilt also retells its history very well. ","September 27, 2016"
"I love the Palace - but I've been before. The place is wonderful, historically important and deeply significant for everyone to visit. Be sure to get a proper guide to the architecture. Be sure to get a proper guide for the historical significance of the place. Make sure that whomever gives you a tour has a good sense of the history, architecture, and significance of S. Korea within Asia. Knowing what you are seeing adds very much to the experience!","September 27, 2016"
This is one of half-a-dozen Palaces and holy places you need to visit in Seoul. You can buy a serial ticket to five attractions for 10000 Korean wons. It is truly amazing to see how these old buildings fit in with the otherwise so modernized city.,"September 26, 2016"
Just a beautiful historical i am amazed by the culture also keeping the palace well maintain i would love to come back !!!!,"September 26, 2016"
We went to this palace at 9am. It's the perfect time to go as it isn't very busy at this time. We got an audio guide as well as the guide book. It was very informative and we found it sufficient. It took us about 2 hrs to walk the entire grounds. They also do have a free English tour at 11am however it is busy at this time with a lot of school groups. ,"September 25, 2016"
I did a quick visit - ($2.50 USD each) overall worthwhile with the travel tours as well as the changing of the guards. Definitely worth a visit and even more so if you have kids. I would definitely say its worth the value!,"September 25, 2016"
First royal palace that you have to visit if you come to Seoul.Do not forget to take selfies with its guardians!,"September 25, 2016"
A good place to hang around. You need to buy tickets to enter. Currency exchange also available near the tickets counter. This palace is large and to see everything you need to do a lot walking. You can try out the traditional costumes of the palace FOC. They'll dress you. You can find costume changing location is in your left side after passing the main entrance.,"September 25, 2016"
"Gyeongbokgung Palace is a great place to explore and learn more about what it was like back in the day, there are also free English tours available.There are also 2 free museums located in the palace as well. I was lucky to have gotten in for free, I don't know what event it was but that was very nice. A really gorgeous place. ","September 25, 2016"
"As the main palace complex, Gyeongbokgung stands as the biggest. There are a lot of things to see in this complex; thus, a guided tour is recommended if you have time to spare. As my friends and I were pressed for time, we just spent around an hour walking around the palace grounds while waiting for the Gate Guard Change Ceremony. Avoid visiting this place on sunny summer days, as the heat may be too unbearable. The complex also houses the National Palace Museum of Korea which has interesting exhibits and a quirky gift shop/cafe where you can stay in to cool down from the heat.","September 25, 2016"
"We spent a few hours here this week. Its a truly massive place and its quite busy with tourists. Head through the main gate, watch the changing of the guard (though this is not official - just actors) then spend some time in the museum to get a good overview of the place. Then my suggestion is go further back to get away from the people. You'll enjoy your time here!","September 24, 2016"
"The palace complex is so huge~~ only walking around, it took 2hours to finish! But the palace was really beautiful and could see Korean's art and culture! I loved the pond and the small library at the back of it. It was Hyangwon or something. It was really beautiful! Highly recommend to visit here! Go~~!","September 24, 2016"
Needs ability to walk and climb stairs huge property . Lovely grounds I went there during choseok and we were not charged a fee or else you have to pay a nominal amount to get in. Next to the palace is a Museum which is worth a visit. The Korean people are very gracious and helpful. ,"September 23, 2016"
