review_title,review_body
Amazing views of the ocean! A must visit place on your itinerary,"If you enjoy scenic views, make this a must-go place on your trip to Busan.Although there are no direct MRT trains to Taejongdae, you can take bus 109 from Busan Station and alight at the last stop (Taejongdae). Another alternative is bus 30 from Nampodong.Situated on the southern most tip of Busan, Taejongdae offers fantastic views of the ocean and the surrounding islands. There is an internal shuttle within the vicinity that visitors can use and get off at different stops within Taejongdae Park.The area is not very crowded and there are lots of food options outside the park. Within the park, there are only 2 choices.Recommended to spend at least half a day here."
Taejongdae Park,"I was here recently in March 2015. The air was so clear and I really recommend those who wanted to chill and relax with nice scenery and sea view to stop by for awhile to enjoy this beautiful location. Enjoy! Make sure to take a lot of pictures!!If you want to travel to other places in one day as what we did, do consider taking cute Danubi Trem. It'll help you cover Taejongdae Park in a blink *literally*."
Beautiful,I went here at sunset in December and the view was spectacular. It will take a few hours to see the whole park. Well organised but very busy as it is a popular destination.
Amazing view,"It was a bit hard to find this place. I took the tram to the observation deck and the lighthouse. At the bottom of the lighthouse, I found out that I could take a ferry back, so I did. It was well worth it! It was fun feeding the seagulls shrimp crakers from the boat."
A must visit!,"Another hot spot to visit when travel to Busan. Just spare few hours to visit Taejongdae, it will be a different experience. Advised to take the shuttle provided in Taejongdae because it will be tiring just depends on walking."
Pleasant seaside walk near downtown,"Visited In winter so not too crowded. The walk is relaxing and there is a lighthouse, some interesting rocks you can walk on, and a couple of small temples to see. Not a must see attraction but if you are in Busan for a few days, it is a good place to walk when the weather is nice."
LOVE IT!,"Went here during winter and take the ferry ride.This is the highlight of my week in South Korea. The place has a romantic feeling, good for honeymooners. The view is spectacular....really enjoy and will definitely come here again."
Nice hike! ,Take the time to visit this location!! The trails are ready to walk and the stairs to the lighthouse and rock below are ready to navigate. Scenery is breathtaking at points. 
Beautiful,"We took bus No.30 right in front of the Tourist Information Center (Nampo-dong Subway Exit 2). The fare is KRW1500 and the bus stops at the last stop at Taejongdae. There's no entrance fee but you can take the slow train (KRW2000/person) to go around Taejongdae. There are 4 stops in total. Or you can opt to walk. We took the slow train and it's a beautiful rock landscape all along the way. On a clear day, apparently you are able to see a Japanese island from the observatory. We were very fortunate to see filming of SBS ""Pinocchio"" on the flat big rock, near the lighthouse. The crews allowed us to venture in the filming set on the rock. Very relaxing place away from busy Busan city. High recommended."
Classic K-drama scene,"Took a bus from Nampo station, followed the crowd into the park. No way you will get lost because of the huge crowd. Be there early if you plan to cover everything, we spent around 4 hours for the entire park by foot. Unforgettable sea view! But you have to pay the price by walking alot! It's all worth it! Bring your own food or snacks before entering the park. The prices of the food sold in the convenience park located in the park are rocket high and it's simply not worth dining in. There is a restaurant outside the taejongdae which sells grilled fish set meal. It's simply divine! Go check it out! It's on the right side from the way to Taejongdae."
"Super view,worth the trip","Offered superb views, and being a popular tourist location, best to go early. A stiff up slope before reaching the ticket booth, so take note! I strongly recommend a visit to this place if you have a good 3-4hrs to spend ."
Nice Walk,"The reason why we decided to visit Busan partly because of Taejongdae. As I heard lots of good views and I don't want to miss it too.To visit this place it will be good to join the Busan City Tour. My advise alight at this place first, good to walk around in the morning. You will need 2 hours to walk around the whole area. If you are those touch and go may be you will spend lesser time. You can also take the tram ride if there is no rain, for us due to the wet weather we were not able to do so.Indeed it was a nice walk, windy and cold. You can enjoy the nature. If the weather is clear and sunny you will have a nicer view. "
"Great view near the sea, but average otherwise","Quite a far place to visit in Busan, as you can't access Taejongdae with metro. We took no. 88 from Nampo and it took around 20-30 minutes, Taejongdae was the last station (should be the case for most buses going near there) so I didn't have to worry about getting off.Unless you are having a long trip in Busan and planning for a whole day at Taejongdae, you should buy a ticket for the mini-train there, just walk up the hill after entrance and you will reach the mini-train station and ticket office. Otherwise entrance of Taejongdae is free.When I visited Taejongdae, most people shared the mini-train with me are Koreans, and they usually only get off at the observatory station and the light-tower station, which are probably the points worth visiting without taking the ship to the island out in the middle of the sea (you can see it from both stations mentioned above). In my opinion, the observatory is bit boring, if you are on a tight schedule, only get off at the light-tower station.At the light-tower, you can walk all the way from the station (which is on mid-level of the island) to the bottom. There are great photo-taking points on the rocks near the sea, but you should expect a steep stair walking up and down, it will be tough even if you do sports regularly. I didn't notice any elevator either."
Scenery and exercise,"A beautiful coastal area that offers a view of forest, cliffs, sea, cultural statues and a small temple. No longer accessible by private car, you can ride the circuit by tram, walk, or take a boat around the periphery. Many people take the tram to the viewpoint so they can linger and walk the rest of the way. A lot of the walk is uphill and can be tiring to the out of shape, but is well worth it. Also, stop to spend a few minutes at the small temple which is surrounded by hydrangeas during the season."
Nice park but there are even nicer ones.,"Directions: bus 8, 88 or 30 from exit 6 of nampo station. Take till the last stop.Easy walking on paved path, with some up and down slopes.Scenery is nice with great views of the ocean. For people who like to hike, try igidae coastal walk. We think igidae is better."
Take the boat !,"When you get off from the bus, some people will try to sell you a boat tour of Taejongdae. Actually, at 10,000 won per person, it is worth it. It takes about 35 minutes and you get great views of the cliffs and of the sea. Much better than walking / riding the bus."
Beautiful and meaningful site. ,"Beautiful and meaningful site. There is legendary story of King Taejong of Unified Shilla dynasty. Rocky beach scenery is really beautiful and light house also beautiful. There is pebble beach, it is also beautiful. "
A Gem in Busan,"My friends and I unfortunately only had about 1.5 hours to spend in Taejongdae, and there was plenty to do to spend a half day there walking around. There is a train that you can take to all the sights, costs 2,000won, but be warned the wait can be over an hour just to board! We decided to walk to pebble beach and a bit further if we still had time. Doing so we discovered a ferry that departs from Pebble Beach, and it was awesome. The ferry costs 10,000won, and takes about 30 minutes. It takes you along the coast of Taejongdae then returns. It was a great option as we got to see the observatory from the ocean, and got the same view of the ocean the observatory would of provided from the shore. I highly recommend."
Park by the sea,"You can either hike around the hilly park or took the Danubi train (fee: KWN 2000) to circuit around the park. If you are travelling with kids & elderly, best to pay the small fee for the train. Beautiful sea view from the lighthouse and manage to stand at the edge of the rocky cliffs to hear the wave. At the Taewon Pebble Beach, you can hear the rocks hitting against each other- soothing to listen to the sea. From the Observation Platform you can view some islands in the distance including the Daema Island in Japan if the weather permitting."
Danubi Train is really the better option,"Don't bother walking if you are not prepared for a good cardio exercise. For KRW2000, you get to enjoy a hop on and hop off Danubi train ride around the park. Best time to visit is around 4-6pm to catch sunset (during autumn). From the park's entrance to the Danubi Train's waiting platform, a good 10 minutes walk uphill. Choi Jiwoo's Love Story in Busan photo gallery is at the observatory's third floor. "
Best Place to See Shinsun Rocks,"Out of all the most touristic spots in Busan, this park and rock beach is one of my favorites. There are special types of rocks called ""Shinsun Rock"", that are created by waves that continuously erode them. Go check them out, on a clear day this place is absolutely wonderful."
Born free at Taejongdae,"This place is WOW! Well....after a long bus ride and a walk lol I took the bus on the opposite side of of Nampodong Lotte Mall and luckily we got a seat because Taejongdae is the last station and it was a ride up and down the hill. Make sure to sit on the left side of the bus to fully enjoy the view. After reaching the station, it's quite a walk uphill to the danubi train station. Not good for elder people who are not used to walking. I was out of breath myself. There are 5 stops for the train and it's hop on/off so you can get off at #1 station, enjoy yourself and wait for the next train to get to the #2. Take note that you can't come back to #1 station by train if you've already passed it cuz it's a one-way road, but yes, you can walk. The most interesting stop is #3 (observation deck) & #4 (light house). You can't miss these two stops :) Standing on the observation deck, take a deep breath and enjoy your freedom of mind. The view is magical."
Good activity if you're looking something relaxing to do...,Not really a WOW experience as I've dine s lot of bush walks around the world but it serves it's purpose as a nice and relaxing trip. The tram is not really Recommended unless your physical abilities are limited (eg travelling with young children)...
Natural beauty of Busan,"We took the Busan City Tour to Taejongdae. It is an hop on/off loop tour for 15,000 KRW per adult. Be prepared to spend half a day in Taejongdae for nature walk and fantastic coastal view of Busan. Taejongdae is actually a peninsular northeast of Busan centre. Walking passed the arch uphill to the ticketing office, we can purchase tickets to take a loop ride. Otherwise, a walk of nearly 2 km should be good physical exercise for the fit and young. Other than the well maintained forest, there are a few sites such as Taejongdae Observatory, , the Light House offer exciting coastal landscapes of vertical cliffs. In good weather, Japanese island could also be sighted. Taejongdae is a popular nature park for Korean family outing."
Lovely Place & Amazing View,"I didn't know how to get to Taejongdae so I took the Busan Hop On/Off Bus. It's amazing that most of the people in the bus were Koreans themselves. It's a very big park so if you arrive much earlier, you get to walk a bit and take the danubi train, if you get tired. (You need to pay for the ride though).I loved that ride around, although I wish I had arrived earlier. I couldn't get on and off the Danubi train easily as there was a pregnant woman sitting near the exit door and I felt bad getting her to move about."
Amazing Scenery,A bit far but its worth to visit! Beautiful scenery & cliff. We spend more than 3 hours to explore this place. Words can't describe how amazing this place it. 
Beautiful scenery,"We paid 2000 won to take the Danubi train for adult fare and 1500 won for youth fare to go round the various sight-seeing site. Those who are very fit, can just do the walking. The first round we were too tired to get down at the Observation Deck but the counter staff was kind enough to let us take a second trip of the Danubi train to go round. This time, we were full of energy to walk around the Observation Deck, the lighthouse, the shooting error site and down to the rocks for photo shoots. We were there on a Monday, we saw the tents but no ""Ajumma"" could be seen. Anyway, it has beautiful sceneries."
Beautiful Taejongdae,"We really enjoyed our visit to the park at Taejongdae. The views are spectacular. The tram is an easy way to see all the points of interest. We also took the harbor tour. The water was extremely rough the day we were there, but it was a great way to see the views from both perspectives, high altitude and sea level. I would recommend if you are in Busan."
Ocean view is good,Perfect place to see the ocean and take pictures and videos. We could see the ocean from a big mountain. The place is clean and safe.
amazing views,"There's a tram you can take around with multiple stops but if you are there to hike, it's not necessary. The views are striking."
A must see in Busan,I would put this tourist spot to be in my number one list. A breath-taking view of the ocean and its wonderful cliffs. The lighthouse and its surroundings are spectacular. Just be ready with your most comfortable footwear as there is much walking required plus hundred of steps to take. But its all worth it! Try going early in the morning from 7:00 - 10:00 when the sun is not so hot -- or take the best view of the sunset from 3:00pm to 6:00pm. 
worth going,I love this place very much. I walked uphill along the coast and went to the observatory and saw many special rocks. I walked through a forest downhill. Relaxing and enjoyable. 
a picnic location,a nice place to spend the day with the family. there is a mioni train which takes you all over with various stops. it has a great view point which should never be missed. MUST DO WHEN IN BUSAN
Nice views,"Nice walk around the headland with a few opportunities to see the good views. The walk took about 2.5 hours allowing for short stops to appreciate the views. Lots of beautiful big trees for shade along the way.There is a tran that you can use if you don't want to walk, it will stop at the viewing areas.You can see the Asian haze unfortunately."
Pleasant walk with a view,"I really enjoyed the vantage points on this walk. It is a very leisurely walk, not difficult to do. I've been here with just one other person, and also with a large group. I'd say the walks along the Busan coast are some of the best attractions."
Not a must.. but still a good choice to visit,"This park needs a subway + bus ride to get there. Do take a pamphlet at the entrance, as it will show you the spots to look for in this tour (you can choose by train or on foot). From entrance, you need to walk a slightly slantly slope path, about 8 minutes, to the ticket office (you cant get the tour guide copy here) to buy train ticket, and you can use it as many times on and off the train during that day. The train departs every 30 minutes and the quequeing sometimes might keep you wait up for an hour or so in order to be on board. In that case, we suggest you to walk instead for the sigh seeing spots are about 5 to 10 to 15 mins walking distance apart.Beware, the staff are not very helpful and English in here is no use. We intended to go to the final spot, get off and trail our way through all the sightseeing places back to the starting point, we got misled and missed the final spot to get off, so we had to ride the train back to the terminal, the staff asked us to line up again in the queque which we would have wasted another hour again, so we decided to walk instead. Anyway, it was not an unpleasant incident as we peradigm shift it to a blessing in disguise... i.e. we enjoyed the walk, the sun, the trees, the scenary, the ocean view, chatting and sweating.... so this is my fond memory of Taejongdae."
Another Nice Busan Park,"Taejongdae is another one of several nice Busan parks. The highlight of the park is the lighthouse and ""museum."" When we were there, several of the interactive displays were down for maintenance so there wasn't much information available. We did enjoy climbing to the top of the lighthouse. It was a little chilly the day we visited so we didn't have to fight with too many other visitors. I would certainly concur with other reviews, it is quite windy at the lighthouse to plan appropriately."
Another Korean creativity to invite tourists,"For us who come from Indonesia, the beach view is nothing special, except the rocks. Taejong dae has the light house and the path available to reach it. For us it is not special."
Beautiful sight,"We got there pretty late in the afternoon at about 5pm. The good thing is there are very much lesser people. As we are fighting to get pictures with the remaining daylight, we decided to take the Danubi Train. It cost about 1500won per pax.The ride was pretty fast. We stopped at the observatory and in front of us, the vast ocean was presented. An awesome sight to behold. We left the observatory and walked about 5mins to the lighthouse and cliff. Loved the sculpture, iconic of the park. Great to view it from different angles. You can take a walk down the cliff. Due to time constraint, we did not walk down. The view of the cliff is beautiful. If you are planning to take the Danubi Train back to the entrance close to the end of operating hours, please give ample time provision. Train interval seems to be a bit longer towards the end of the day and not all passengers may be able to get on the train if there are enough passengers on board from previous stops. It is a very interesting place to visit though. Maybe a few hours will be good, there will be more time to explore the beautiful park."
Is Windy But Cool Scenery!,"Is really windy up there. I will suggest ladies do not wear skirts and high heel to go this place, you might regret. Make sure you walk down to the cliff, is super duper cool!!!! I love it the most!To get to taejongdae, i would suggest you to take the day tour from busan station. Choose the route you want and just hop on and off to visit the places around Busan!"
Worth the trip,Takes a little while to get to on the bus if you are using public transport but relatively straight forward. When you get there you can queue to get a ticket for the tourist fun bus or if you are feeling energetic can walk. We did one lap on the bus realized that to walk it was probably better. Great sights and interesting little areas along the way. If you get the chance to go towards the end if the day the sunset and views around that time are beautiful and very romantic. Also very good coffee a few hundred yards from the exit. 
Lovely Mountain and Sea,"The park is huge and so it's advisable to spare plenty of time if you want to see the most out of this place. If you're coming from Busan Station, cross the main road at front then take Bus88. This bus will terminate at the foot of Taejongdae Park so you don't need to worry even if you can't speak and read Korean. From there, start hiking for around 5-10 minutes to reach the starting point of the park. You may want to take the Danubi Train for 1500Won to save some of your energy and time from going to different attractions around the park. They are providing brochure at the ticket counter and it will guide you where to drop off first and spend most of your time. For me it's the observation tower for the lovely view of an open sea and rocky cliff on the sides. going back, you'll see a bus terminal garage at the foot of the park. Just wait for the same bus (buss88) to take you back to Busan Station or hop off when you see a subway entrance along the way to visit Jagalchi Market."
Worth a visit,"One of the more popular tourist attractions in Busan and I must say that the scenery at the cliff and lighthouse is quite worth the visit.To get around the park, you will need to either walk (which is quite a distance if you have kids or elderly folks) or take its Danubi train. But be prepared for quite a long queue for the train especially during the weekends.But once you reach the lighthouse and cliff, the view can be quite spectacular on a good clear day and it will be worth it. But be prepared to walk (again!) to the cliff. The challenge is not walking down the cliff, but the climb back up!"
a lot of walking but a breather from the big city,"One of the main attractions of this place is the cliff and the lighthouse, which is a must see if you're in the park. But, mind you, if you have seen the Grand Canyon or anything that is close to such a scenery, then this may not strike your interest at all. To me, nature is still beautiful and it's worth walking around the area if you have time around Busan to make a trip there =) Just a reminder, there's a lot of slopes and you WILL need to walk a lot, so maybe high heels isn't the best choice ;) (there are still people who went there with high heels anyway so maybe you'll survive with it too if you choose to match it with your dress)"
The wonders of creation!!,"Gorgeous! Do climb down to the cliffs area even though the climb up will be tiring, it is totally worth it! "
The strength of Nature,"What to say more than words, have a visit then you know what I am trying to say with my tittle.You can choose to take tram for visit this place or like me, hiking for this place until I fully exhausted...especially when I want to go down to Simseon Rock, the wind is so strong!! But it worth to visit!! LOVE in Korea <3"
Fantabulous seafood ,"To save on time and also hassle, I took a taxi from gamcheon village and got there for about ₩10k. This is definitely worth it after r li read about long stand on the bus. Once I got off at the roundabout, I walked down the slope behind the restrooms. I was led to the shoreline of tents in which ahjumas will whip up a sumptuous seafood meal for you. However, do take note of major communication breakdown. They do not speak English. I walked along the tents until a kind auntie reached out to me and I just went in. I guess the fare is kinda standard. Any 3 kinds of live seafood from the tank for ₩30k with mussel soup. The auntie will ask you how you want your food to be done and you just point and hope for the best. My food came, all sashimi style and of course I tried the live octopus. Do go and take pictures and video of how it is prepared. I couldn't finish my food but the thought of an octopus died because of me, helped force everything down. This to me was the highlight of my trip there. Take the tram to observation deck then walk down 150m to the light house. If you want to get on the tram down to entrance, walk back to the observation deck else you will have to wait quite a while for empty seat "
A lot larger than expected,"Use the trolley! The walk will take a few hours total. You do not want to go to Busan and miss this area, you will regret it. There are buses from most areas in Busan (like the KTX station) that go here..."
The clam tents are magical,"We went to Taejongdae purely to eat in the clam tents along the coast. It was difficult to get there, especially because it was a holiday weekend and all of the buses were completely packed. At first we tried to get on a bus by Busan station but we literally couldn't get on one because they were so full. We knew about the clam tents in the first place thanks to the website busanawesome.com. They were a great planning resource, and they have directions to the clam tents from a few different locations.http://cityawesome.com/busan1/2011/04/taejongdae-clam-tents-yeongdo-island-2/We ended up going to the Jagalchi market via the subway, getting out at exit 10, and taking bus 8 (which says taejongdae on it, because it is the end of the line). The bus was absolutely packed, standing room only, and the traffic was terrible (construction, lane closure) and I was starting to feel terrible that I roped my group into doing this particular excursion, but trust me, it was completely worth it.The bus ride took about an hour total. We were let off in a gas station parking lot, and we just followed the crowd to the end of the road to what was clearly the entrance to a big park (hiking park). Once we got to the park entrance, we took a right and walked down what looked like a sketchy driveway, until we got to the shore. Down there, tent after tent was lined up, with ajumma's standing outside, barking for us to come in.We chose a tent and the ajumma pointed to a menu in Hangul. We just motioned and nodded and chose the 75,000 won option. We were first brought a hot, steaming bowl of muscles in broth, and a plate of fresh carrots and cucumbers. Then came an enormous platter of scallops with diced onion, carrot and jalapeno on them, along with another platter with some scallops seasoned with gochujang, four large prawns, clams, and two tins with seafood mixed with onions and gochujang in them. Out came the charcoal grill, and, we sat, and grilled, and drank, and ate, some of the freshest, most delicious seafood I've ever had, all while sitting in the shade and looking over the ocean. Also, we were the only discernible tourists there. This is not a touristy experience at all (the park above, however, appeared to be). If you love food, and want to do something that is off the beaten path, this is a do not miss experience."
Taejongdae,There is picturesque sights of cliff by the sea. Usually it's windy. There is train service along the road.
Beautiful Park- but take correct bus,Wear hiking shoes as has a lot of steep terrain and stairs. Very crowded on weekends.Easy to get to by bus from Busan station. Take the 88 or 101. Do not take the 88.1 bus! Trust me!
"If you've got a free day, it's totally worth it! Beautiful hike.","I love taejongdae. If the weather is great and you've got some time to spare, it's a great place to go. Make sure you allow enough time to really explore, don't make dinner plans- it's a must to sip some soju and eat truly awesome seafood on the water in a clam tent! The ajjumas will take great care of you after your day of walking and snapping tons of photos. Make sure you don't miss the temple in the early fall I believe, when the purple and pink hydrangeas are going wild. And don't take the train!!"
Tiring but amazing!,"Bit far from the town. We took a bus no. 88 (you may take bus no. 101 too if I'm not mistaken) from Busan station to Taejongdae and it's really tiring as we have to stand most of the time (please take Busan bus tour for KRW10000 only as it covers other attraction too). Bus fare for adult is KRW1300 from Busan station and fares are different for teenager & kid. It takes about an hour from Busan station to Taejongdae, depends on traffic. There's no entrance fee for Taejongdae, however you need to pay about KRW1500 (adult) for Danubi circular train (it went around Taejongdae area so I totally recommends it as you can save time and energy from walking). Danubi stops at several points so you can hop off and hop in on next Danubi. You can take a boat too, which may costs about KRW10000. The viewing point I think worth stopping by is at Observation Deck & Lighthouse. The view is simply gorgeous!"
Sea side cliff always make good attraction,"It is children's day in Korea today and u guess it right, bus loads, ferry loads of them from the top and from below at the edge, all trying to reach this stone table ' the great ancestor table top'. The crowd is overwhelming, tour buses clogged up the access, some alighted kilometers ahead of the entrance and later find out they have to hike kilometers to the attraction. Forget about the tramp ride even if u get a ticket it may be hours before u get a seat. But anyway thanks to the crowd too, without them i can imagine this is a quiet and lonely place. Take bus no.88 from Nampo area, there are other buses too from Jagalchi side and ride all the way to the last stop, it is an island and Taejongdae is at the back of it. The view at the cliff is breathtaking u can see the earth curvature but can't see the landmass of Japan, if u stand high enough at certain spot u actually witness the full 270 degree curvature of the sea sky connection. I think the disputed island of Korea Japan is nearby but i can't see it. Like many other attractions in Busan u need a good pair of legs, it is walk and walk and more walking not to mention it is always going up a hill. It is the view from the cliff and the view below your feet that makes this place interesting, u have this feeling that u are at the edge of the world and is about to fall into the sea. Coming back to the mainland, crowd at the bus stand is chaotic, just go hop on any bus, everyone is leaving the island, doesn't matter which way it goes, once the bus cross the bridge just hop off. Some are leaving via ferry, it's like an grand exodus, all that just for that lonely rocky outcrop by the sea. For this place i think i only need to visit once, but i will be surprise if i find out the crowd i was with were local Busan people, there really isn't nothing much to be excited about this place."
Beautiful place!,A must go place if you are ever in Busan! Nice scenery of the oceans and rocks in one scene. Prepare to do a lot of walking and climbing to reach the prettiest places tho. Pebble beach is a recommended spot other than the light house! Best to allocate the whole morning to walk the whole resort park! Its is worth it! Fee for the tram ride. (1500won)
Light House and the rocks,"Firstly, how to go there?Take the Metro to Nampo Station. Exit 6, walk towards the bridge just in front of Lottee Dept Store. There is a bus stop. Check the bus numbers at the second stop sign board, you will see that there are many buses end their services at Taejongdae. 8, 13, 30, 66, 88, 101 for example. Just take anyone and get out at the terminal station. Follow the crowd to the entrance of the park, take a photo and walk further up the slope to the queue for Danubi Train. The train costs 1,500 won per person. Take the train and alight at the Observation Deck. After your photo stop, just walk further to the light house which is about 200 meters away from the Observation Deck. If your knee can take it, you can walk all the way down to the rock next the sea. Otherwise, my advice is to stop at the light house, take a photo with the famous symbol of Taejongdae and return to the Danubi Train stop. There are a few points to take note of:1. If you are above 65, show your passport and you'll get to travel in Danubi Train for free.2. Taking the Danubi Train back, you are advised not to queue at the Light House stop. Walk backwards to the Observation Deck stop to avoid the crowd. I have seen people left behind at Light House stop because the train is full. 3. There are many eateries at the entrance to the park. You can eat there or take a drink before you take your bus at the exit of the bus terminal back to Nampo. The restaurant at the Observation Deck is comparatively expensive. 4. Don't go there during weekend. The train is packed to full capacity. It is just not feasible to walk from the entrance to the light house. It is up slope all the time. strenuous. "
Bad experience..,"I have to walked 2 km to go to entrance because of long queue of buses,taxis, cars; I have to queue more than 1 hr to buy train ticket and queue another 2 hrs just to ride a train bus..just to enjoy a sea view with a few oil platforms and vessels..then I have to walk another 2-3 km to find a taxi going back to subway/bus station because bus was full of people..I wonder why people are going to this overrated place..disappointing."
Cool place,"Just hop into a taxi nearby Busan Station and ask for Taejongdae. Taxi fare is less than 10000 Won. Upon reaching we bought ticket for Danubi train. We thought to stop at the last stop and walk back to the previous points but the train brought us straight back to the starting point. Re-entry is possible. If you are adventurous you may walk up the hill and it will be free.This is a nice and breezy park, just remember to wear a good walking shoe as the cliff can be steep. However, for a beginner like me, apart from exhausted, we find it quite easy to walk around. There are even some Korean ladies who wear heels to the cliff!Cliff has breathtaking view and you will be greeted by cool winds along the way.Went on a Friday morning and quite a lot people, not crowded though. Other points besides the cliff is quite lonely, good for couples or a relaxing stroll.You can easily spare some 2 to 3 hours in this park. There are plenty of taxi available at the exit when we went back at 3pm.This is the best attractions i have been in Seoul and Busan. Must go!"
incredible,"I really love this place.. Here, you can find not only a lot of trees, but also a seaside view with the cliff next to it. In addition, you can see the scenery from the lighthouse near the sea so it will be really interesting if you like to take picture.."
Great area with wonderful views.,I would have loved to spend a whole day here. Bring a packed lunch and find a spot on the cliffside to enjoy the views.
Danubi shuttle,"you can buy ticket to take the Danubi shuttle and stop at the place you want to visit. It is hop on hop off type and check out the timetable at the bus stop. Line up earlier as closer to the closing time of the shuttle, it is crowded and it will be very packed sitting in."
A Short Hiking Trail with Beautiful Views,So glad that my friend brought me here and had the walk under the sun. If you are not a walker then you can take their train ride for a small fee. The view from the side of the mountain facing the ocean is beautiful. Prepare for lots of photo taking. A must go place in Busan!
Stroll overlooking the sea,6-7 km stroll overlooking the sea on a paved pedestrial road. Bathroom as well as food available. Do stop at the light house for nice pictures.
Hot spot for tourists,"Taejongdae is a beautiful park located on an island in the midst of the Busan harbor. It is equipped for walking (lengthy) but has a tram from the entrance making a loop around the park and back to the entrance area. At the extreme SE end of the park, you will find a well equipped visitor area with a great observation building, where you can often see Japan. There are several eating/drinking facilities in the building. Below the building and just a bit further west, is a traditional Korea restaurant area, but beware that it's a bit tricky to climb down to it. You will find the freshest of seafood there, caught right there off the rocks! Some areas are NOT wheelchair accessible."
Breathtaking Highlight of My Trip,"I don't even know where to begin. I almost didn't come here because I was thinking ""What's so great about a lighthouse?This is by far my favorite spot in Busan. The view was unbelievable! No video or picture can truly depict the experience of being there. It's hard to believe there's such beauty so close to town. I simply took a short bus ride from Nampo-dong where I stayed.Before getting to the best part of Taejongdae Park, there's a 2.5km uphill walk/hike with observation decks along the way. If you're not one for walking, there's a tram you can take with a reasonable fee.I think I spent almost 2 hours just on the rock alone. Even found a shady corner to take a 1/2 hour power nap. Probably would've stayed longer if it weren't for the presence of chatty tourists and the need to pee. Advice: go on weekdays if possible and pee first! The toilets nearer to the lighthouse are clean.On the other side of the Sinseon Rock are Clam Tents where the women divers sell freshly harvested clams that can be cooked on the spot. I brought my own food and drinks and had a picnic there. There are no barriers at the cliffs so do be careful especially with children."
Standard and Crowded,Dont go on a weekend. The place is huge and ran by trams to get from one place to another. The views are amazing but thats just about it.
"Pretty standard park, nice cliff views.","Taejongdae is located way out on the ocean near the tip of Busan. It takes a little while to get there by bus. The area is located near the edge of Busan, right on the water. It is easy to travel to the area by bus. There is a large hill that has a couple of parking lots, a visitor’s center and a two lane road once you enter the park. At the top of the hill there is the option to take a trolley/tram of sorts that you can pay to take you around the park. It is relatively inexpensive and stops at three or four different places throughout the park. If you wish to get off at one of these locations you can get back onto the tram system once another one loops around. It does not take very long for another train to come, usually around fifteen to twenty minutes. You may also walk around the park on foot or perhaps bike. When my wife and I went we opted to take the tram because we had to catch a train out of Busan later that evening.The park itself is very nice. It has a variety of cliffs, trees, and an extremely nice view of the ocean from the road. Since we took the tram I am not sure if there were any trails in the park. Most of the people we passed on the tram were walking alongside the road which was also set with a sidewalk of sorts. Most of the cliffs along the road were quite steep and layered, especially those facing the ocean. We were at the park in January however the weather was still mild enough that there were several people taking the hike around the park.My wife and I only got off the tram at one point, where there was an observation deck/building of sorts. At the observation deck there was a food court available with some seating and an outdoor covered area with a very nice view of the ocean. The food court had a variety of Korean food available along with some ice-cream. Since we had to catch our train we did not stay and linger at the other stops available along the tram route. The tram was fairly nice if a little old. Some of the cars were slightly banged up and may have needed some new paint. It was quite long and could fit many people at once.Overall Taejongdae is a good place to go if you like to be outdoors hiking. It has some interesting cliffs and a nice ocean view."
cool,such a cool place ..... go prepare to walk ... bring water and ur camera .... because u will get tired of walking on the stairs to get the lighthouse and u should have cool pictures of that place!
Excellent,"This is easy to get to on the bus. Once there, you have the option of a 1500 W toy train ticket, that let's you hop off and on at the main points of interest, or you can start walking around the headland. There are some great views out to sea, the lighthouse area is worth an hour or two if you take it easy and of course, the temple. There are lots of steps and ups and downs here so be prepared, but it makes a great afternoon out on a sunny day."
Fabulous rocky cliffs and incredibly blue seas,"We took the subway to Nampo station, exited at exit no. 6 and took bus no. 8. The bus was really packed. and the bus fare was KRW1200 each. Took about 20 minutes to arrive. Bus no. 30 also goes there. Taejongdae was the last stop. The park was really huge and well maintained. Toilets and drinking water fountains were available at every kilometer. A Danubi train that runs a loop round the park is available for those who do not wish to walk. Costs KRW1500. There is also a boat ride for KRW10000. Entry to the park is however free. There were crowds of locals walking around the park with their children and pet dogs. The scenery here was absolutely fabulous with rocky cliffs and incredibly blue seas. The best part was the Observation Deck with a lighthouse with steps leading down into the rocky ledges above the sea. A stall selling fresh seafood with a covered seating area was set up on the rocks next to the sea. It was really very tempting but since we had already had our lunch, we gave that a miss. Spent some time on the rocks below taking in the views. Really many, many steps and a long way round. We stopped on the way back at a temple. A big gold Buddha sat in that temple and we spent some quiet time there contemplating. A couple of friendly dogs followed us back to the entrance. A crowd was already queuing for the bus at the stand. Took bus no. 30 back as it was the first one going. We were worried as we did not know where to alight on the way back. Decided to stop at the Lotte Department store, Gwangbok with its central location. A really enjoyable day. Ensure proper walking shoes as the road is hard and trails long."
Recomended,"Took public bus no 8 from Nampodong and bus cost only 1,300 won. Stops at Taejoongdae. Took the tram that cost only 1,500 won. The cafe and the view at the lighthouse is not to be missed. Spectacular scenery."
태종대,"태종대(Taejongdae) is a natural park of Busan, South Korea with magnificent cliffs facing the open sea on the southernmost tip of island of Yeongdo-gu."
